frame,time_sec,face_detected,head_forward_x,head_forward_y,head_forward_z,gaze_rel_x,gaze_rel_y,gaze_rel_z,eye_yaw_proxy_deg,eye_pitch_proxy_deg,left_dx,right_dx,left_dy,right_dy,confidence
18,1.273975511359615,1,-0.050691227726132194,-0.043270535081907965,0.9977765582660993,0.07656892060559532,0.08564137728735209,0.9933794616830064,-6.316826870941569,-8.27378164908191,0.12814764175666626,0.323054277596303,-0.42793106666954905,-0.39944709823864194,1.0
19,1.3447519286573715,1,-0.035769656168764805,-0.01877828586793106,0.9991836206010538,-0.022117608509153373,0.06451448837763753,0.997671635450867,-0.18199211525917053,-4.834800233062784,-0.1204122037205416,0.13341164052476806,-0.16282967047791078,-0.3206503528283676,1.0
20,1.4155283459551278,1,-0.03673427560554013,-0.0520271540548641,0.9979698233096469,-0.017288971821647264,0.031891968382454894,0.9993417802764193,-0.494618174842978,-4.9129838846761285,-0.09330195731604707,0.12863182694768835,-0.19731437085424916,-0.2939840176133637,1.0
21,1.486304763252884,1,-0.00847819967084128,-0.05570456151869461,0.9984112989927304,0.006928944437278187,0.027453984497196247,0.9995990538532001,-0.23697273330230792,-4.841862372568795,-0.10898870744277182,0.12591533125007953,-0.17616385096966283,-0.3080223862872168,1.0
22,1.5570811805506406,1,-0.005865184455400953,-0.061325588367757436,0.998100582016989,0.011834342935598686,0.02233563568206267,0.9996804828073622,-0.37248699268525265,-4.887726660648453,-0.10852395893945699,0.13513017270268932,-0.19654245001511766,-0.2922302160497277,1.0
23,1.627857597848397,1,0.0010576286855772004,-0.052915507862543294,0.99859843302962,0.024320446132164886,0.04268148820674298,0.9987926744146607,-0.6267783784838019,-5.604603126205571,-0.1101648818451263,0.15493476602254072,-0.2321087997636059,-0.3283515128569513,1.0
24,1.6986340151461534,1,0.011673328633448828,-0.041893244853547104,0.9990538971618379,0.01987290835170512,0.043316883847258916,0.9988637119684586,0.13501181822744646,-4.904390090457678,-0.139832962848605,0.13018926154664454,-0.18648226510817953,-0.3039567439375882,1.0
25,1.7694104324439097,1,-0.003830352498503853,-0.05107382338696993,0.9986875352002617,0.013989959135221072,0.05424808653004586,0.9984294798087763,-0.19243987582732947,-6.12018782260295,-0.11864643727033194,0.13239214268656976,-0.24706886563449304,-0.364949916625802,1.0
26,1.8401868497416662,1,0.006386203942727775,-0.04823942101700414,0.9988153856740224,0.026002558366298355,0.04448496766573867,0.9986715949751377,-0.36323547074033485,-5.420221647205778,-0.10536484737805703,0.1313102381452238,-0.22320572102815955,-0.3188164436924182,1.0
27,1.9109632670394225,1,0.011128163838134862,-0.05152775934189803,0.9986095603321626,0.040416358464222715,0.0510721828503338,0.9978768211093961,-0.8548935179780056,-6.056601282961781,-0.09438735063805306,0.15545117335076775,-0.25953729160259886,-0.34612283669357924,1.0
28,1.9817396843371788,1,0.012874950417234573,-0.03568875341828543,0.9992800150764563,0.03479132152576151,0.0747160730663193,0.996597748528482,-0.40581899922507336,-6.441688411727492,-0.10817577236370836,0.1371628437369279,-0.2043124942994711,-0.4398563468732781,1.0
29,2.0525161016349354,1,0.04252618663422792,-0.033381519182282174,0.9985375294035942,0.06677163577884856,0.0518861830577472,0.9964182719436225,-0.7339550345769996,-5.029120167996429,-0.10589844192275119,0.15832380153539402,-0.18645435803922847,-0.31645765876041443,1.0
30,2.1232925189326917,1,0.053408071454391574,-0.024976738647264227,0.9982603570362137,0.08229513667572201,0.0673749784663212,0.9943279754468276,-0.948434432243557,-5.469549497635566,-0.1130185626475881,0.1807638792364136,-0.21458351968003495,-0.33237143008352166,1.0
31,2.194068936230448,1,0.0682879271239202,-0.03251865169807755,0.9971355456009265,0.08882895426488467,0.054621368441493574,0.9945480998894853,-0.4818270581649372,-5.110850576245653,-0.1130795192625343,0.14749573770288696,-0.1518755647375203,-0.359209492887045,1.0
32,2.2648453535282043,1,0.06559444855046326,-0.03968722845213038,0.9970568149394241,0.08251745456992293,0.044144400054642235,0.9956114410929178,-0.3295812589836727,-4.891219532427691,-0.11409051244506788,0.13763203094390164,-0.13076118534263612,-0.358360767900133,1.0
33,2.335621770825961,1,0.08730678853429596,-0.030018398873838774,0.995729089865752,0.12964279158739694,0.06878811243874411,0.9891718466356296,-1.684319397938154,-5.940057669533978,-0.09209014431731265,0.2123986727414665,-0.2342008394927803,-0.3598049274606175,0.9726987775183606
34,2.4063981881237173,1,0.07650320704037905,-0.04482051703371068,0.9960614341321361,0.1127660110919074,0.03750822222542437,0.9929133698404449,-1.4514976618824325,-4.951435042276972,-0.09348902625262383,0.19716743067279757,-0.16431435961665602,-0.3308291446110411,1.0
35,2.4771746054214736,1,0.06125799371308927,-0.037978532185770075,0.9973991624717065,0.09198021449701502,0.04848698781213258,0.9945796359035255,-1.1457640210493583,-5.135950425168819,-0.08236891737024475,0.16420920458805605,-0.18015060444318576,-0.33344443807369617,1.0
36,2.54795102271923,1,0.050863038772490786,-0.0456653714951653,0.9976610772867891,0.06945086557274886,0.038042071838845996,0.9968597584622443,-0.4921357871254748,-4.889984882575285,-0.1058995967890847,0.1410521530123329,-0.17787157690558872,-0.3111269113519397,1.0
37,2.618727440016986,1,0.046297546190155116,-0.04390749341584717,0.9979622584239886,0.06935576669895199,0.04155218295128589,0.9967262381003038,-0.7331601944300339,-5.0206172561804365,-0.09075685879082032,0.1431254441072513,-0.15139910573663884,-0.35066261988140496,1.0
38,2.689503857314743,1,0.05377553137187404,-0.03921698736306328,0.997782651747282,0.08644243568557673,0.06725061242180959,0.9939844367200307,-1.1707213835962516,-6.280082862005627,-0.0872581703603186,0.17088112633147942,-0.2588746643015952,-0.36913362189896753,1.0
39,2.7602802746124993,1,0.04917697977343774,-0.038180542375102135,0.9980600537263806,0.07612771804284474,0.0708536208287335,0.9945774655405416,-0.8309083447344834,-6.388104318385261,-0.10059920655534421,0.1599498026078073,-0.2337685241444634,-0.4050419076940626,1.0
40,2.8310566919102556,1,0.04965245405657497,-0.04716500086546262,0.9976522923842357,0.06139396025204496,0.0260821424401362,0.9977727714716927,-0.21336656947626584,-4.245963087193091,-0.12087178364422042,0.13611225289252513,-0.20980328776754337,-0.21479302095176578,0.8494729448026633
41,2.901833109208012,1,0.04309345097801234,-0.03949618871134367,0.9982900407998087,0.055194819304293985,0.02656752647784436,0.9981220859488159,-0.2772867520401104,-3.8389010900219223,-0.10537998994926483,0.12518618652355842,-0.12770137843322932,-0.2561887305689629,0.9367515702268511
42,2.972609526505768,1,0.05675214092827974,-0.039582381838018016,0.9976033427911547,0.0786736643383504,0.009135380927586824,0.9968585653716803,-0.9605235019964774,-2.907108535683156,-0.08230654950712199,0.15091537107829894,-0.08188225825996391,-0.2088285953083517,0.8660533154314872
43,3.043385943803525,1,0.06236800978360207,-0.02645339738400675,0.9977025855045563,0.09563492875985584,0.02741746659203178,0.9950388147840123,-1.586414588533462,-3.2670630322830174,-0.07866665074341045,0.1919819784958006,-0.08785229024152064,-0.23885401298678108,0.8629088923296926
44,3.114162361101281,1,0.05708527219796388,-0.026588001071806363,0.9980152052434322,0.08495225244111965,0.015637427452342104,0.9962623076619194,-1.3360197280029735,-2.575007191367727,-0.09230515368147588,0.18773513425311683,-0.05299015427754906,-0.20451056485922364,0.8743917148606192
45,3.1849387783990375,1,0.048387398292242416,-0.028754669590370232,0.998414657676487,0.06014508361571216,0.04074190451081454,0.9973578425689001,-0.2735294086606233,-4.0304799589578995,-0.1122321279798712,0.13176994288420144,-0.15928608645875356,-0.24376190943703638,0.865325450496856
46,3.255715195696794,1,0.0531998492923145,-0.0262197751302956,0.9982396002099855,0.07350988442457891,0.03319556161262458,0.9967418680787457,-0.8277195031840866,-3.5029147916976067,-0.08811496389706597,0.14723778555307215,-0.15846967278631338,-0.1918218063834473,0.8976297472464919
47,3.3264916129945505,1,0.05331301800133914,-0.026979190134263253,0.9982133266047334,0.07589514981052321,0.02556312822353092,0.9967880681020743,-1.0082273322470972,-3.1194528070967427,-0.08659165471643088,0.15860789273408066,-0.07106776330048253,-0.24087751740919175,0.8458686768013237
48,3.397268030292307,1,0.05766692338798891,-0.025922862835305385,0.9979992640926072,0.07352426096590088,0.0073710137856252585,0.9972661887405941,-0.7294199635957163,-1.983643309232801,-0.1007444438167938,0.1528458697879164,0.02450626101647124,-0.22287059193975134,0.8632905075767557
49,3.468044447590063,1,0.06796550265632349,0.02222956448190701,0.997439991634393,0.09643029787612356,0.06980555518009642,0.9928889072386299,-1.3701383178103033,-2.878426952891148,-0.098159798161875,0.19602682086261095,-0.07625626173932724,-0.21158643354978757,0.8787431679795396
50,3.5388208648878194,1,0.07423547044970584,0.05498346493864069,0.9957238138713226,0.10430359546415563,0.10277559457155895,0.9892208737858863,-1.4926272144596515,-2.895136900441113,-0.09334463387546307,0.1999608634797239,-0.02737723662884257,-0.26213645341526876,0.8800344097055914
51,3.6095972821855757,1,0.07391926334255237,0.04664952494265223,0.99617255750674,0.09091841736051087,0.0943522377575032,0.9913785838996179,-0.7518363427227756,-2.8162560923746383,-0.10284921616809466,0.15655181207686433,-0.04860476437814708,-0.23302084485931673,0.9040593945730337
52,3.6803736994833325,1,0.06583582326646527,0.05736880824310893,0.9961799356620229,0.08830251182668018,0.11426405054669393,0.9895182631754513,-1.0168237864098069,-3.376469595998329,-0.10390923295668392,0.17653950341452726,-0.059485236918537576,-0.27816172268129535,0.8301683546384727
53,3.751150116781089,1,0.07069468137216568,0.07333252828180466,0.9947987747888948,0.04122136946946106,-0.09940945576492208,0.9941924153822459,0.7498181737617463,10.02565367371147,-0.06967595020619453,0.016117509223212655,0.3415815844859621,0.660983782885185,0.08497496378134774
54,3.821926534078845,1,0.06559729124247324,0.0664623892870377,0.9956303260708307,0.07883304522651963,0.11386438668674469,0.9903636970450628,-0.5554136127945899,-2.7813406165904344,-0.10726496266323855,0.14693736357713783,-0.018934930912265384,-0.2591991307467781,0.5675619431492851
55,3.8927029513766014,1,0.06586006820800838,0.06254064033116907,0.9958670190957243,0.06560771926687999,0.09863969759252487,0.9929581246112313,0.17523523899659654,-2.067782961050663,-0.11721619515308859,0.10469939236761741,0.01435154245171337,-0.22112983855677962,0.42117966628137554
56,3.9634793686743577,1,0.052285252656008266,0.04502863509968545,0.9976164966437537,0.06212130136940511,0.09401020918788248,0.9936312316370809,-0.3677013112607117,-2.848239473519625,-0.11986765570703956,0.14613203508280467,-0.11143220038661077,-0.17339174696535173,0.7140717903146223
57,4.034255785972114,1,0.06293689532414078,0.022168726264173322,0.9977712637587747,0.07244613308887021,0.05792546376194195,0.9956888060274826,-0.3870941911619759,-2.087831358023125,-0.1251457420466831,0.15279532712968139,-0.024882270911327137,-0.18390086489098537,0.6399668655171039
58,4.105032203269871,1,0.05682222644767364,0.02689311215062902,0.9980220413900601,0.06289863078444667,0.06277799752029682,0.9960435157525918,-0.19201206675016563,-2.0796737982110973,-0.12590270212974775,0.13961784975475958,-0.03361131264796707,-0.1743560671731427,0.596990035366286
59,4.175808620567627,1,0.05070089735397374,0.004285005945780278,0.9987046899517126,0.05129057330083464,0.05729982222431496,0.997038618842587,0.19793226826716454,-3.0331237035577554,-0.13952521669012746,0.12538719752818714,-0.12774688471086382,-0.17556548564491173,0.7310918742948854
60,4.246585037865383,1,0.049415989272179946,0.0048096857217114364,0.9987667029529519,0.05597579248758202,0.034873364265755886,0.9978229096989982,-0.24467417033131386,-1.7469021693041746,-0.1109339756043382,0.1284107020565749,-0.07470005504017296,-0.0999901618902445,0.7340615181230994
61,4.31736145516314,1,0.052301920447679055,0.00034479105631654897,0.9986312583915107,0.07073536773121274,0.08027507340687934,0.9942597348487217,-0.715333219325265,-4.653327321538217,-0.10618652661340165,0.1572817565652063,-0.1830180138974269,-0.28231471825639487,0.7731875162782655
62,4.388137872460896,1,0.05000284298118563,0.004801062822209166,0.9987375358369065,0.06274083751693808,0.0810441281234925,0.9947338521455757,-0.3955981322365572,-4.418358097828185,-0.10974636670732459,0.13800337615279296,-0.17377245916662468,-0.2680633506161939,0.7466548816522341
63,4.458914289758653,1,0.05518703775202263,-0.021806607031707295,0.9982378788414721,0.06975995749957078,0.033796694372438485,0.9969911392681252,-0.5860244523350256,-3.2421823381238606,-0.1309292842725061,0.17278817372500793,-0.12063981066687886,-0.2035784231455072,0.8416605893238821
64,4.5296907070564085,1,0.054899537835398166,-0.014182325437638933,0.998391157007433,0.07104445893476678,0.049400209643167894,0.9962491175112164,-0.6511560968011912,-3.7045848831211177,-0.09493997745579957,0.14145112722731323,-0.10612133745695172,-0.2643371508551601,0.8596396539441861
65,4.600467124354165,1,0.05741381658419316,-0.009599885282033142,0.9983043102520435,0.06997864712675778,0.04870097138472321,0.996358973629732,-0.4676297633525641,-3.3873247554201478,-0.10540446009021437,0.13880658604396895,-0.0944326634314917,-0.24429981211052307,0.8389546548795179
66,4.671243541651922,1,0.057896363254181946,0.005615682326483192,0.9983068041608991,0.0792174453589785,0.03713858895038698,0.9961653083507634,-1.0776579655103526,-1.8997740464811637,-0.07878024920658443,0.1557558181716096,-0.03219573550377784,-0.1577816691443385,0.8098288684170946
67,4.742019958949678,1,0.045285752270817055,0.005393112484834031,0.9989595161862126,0.06363692241127855,0.01794232117673139,0.9978118135283887,-0.9936977453756187,-0.7997130962522944,-0.034345123346506586,0.10532353373047935,-0.0641829132647833,-0.015788396360446124,0.40490146005639527
68,4.812796376247435,1,0.044687034975863016,-0.007959493100608792,0.9989693265434366,0.06084891834590837,0.020603289879080142,0.9979343232809921,-0.7989941807847519,-1.7033325177397083,-0.06599386444818446,0.12306487736138103,-0.1516725263034137,-0.01866072547055711,0.4189702008368039
69,4.8835727935451905,1,0.04574448378346554,-0.002981732711632141,0.9989487231451976,0.07199444463327785,0.030197698255838387,0.9969477914926114,-1.3497091173874467,-2.0171941892915983,-0.04187378420478314,0.13828157830388646,-0.12264477240039642,-0.07907464652876342,0.37366087255014185
70,4.954349210842947,1,0.04889733429453237,-0.013607596819065109,0.9987111113869207,0.07275823772463512,0.007268507951796641,0.9973231209770282,-1.2776383957643502,-1.2939269614474904,-0.04851194200331907,0.13977182741505836,-0.15619755604829835,0.026804859903549305,0.3967575195327429
71,5.025125628140704,1,0.04872935435783657,-0.004060430194819669,0.9988037659773322,0.06410596134115215,0.0013323761889030058,0.9979422079931373,-0.8573588744802502,-0.3729087485578211,-0.061973591355669294,0.12321351096140144,-0.03291673683319488,-0.004374138022587221,0.5066603921536164
72,5.09590204543846,1,0.05139709727770572,0.00019642889505238454,0.998678276426956,0.06878765202598822,0.022500056277531988,0.9973775646144541,-0.899311388997227,-1.350177826019408,-0.0713587960786569,0.1355953238641731,-0.048229804793566915,-0.08678797780837388,0.4751778673200133
73,5.166678462736217,1,0.06002335015206423,-0.023961834075488558,0.997909328518509,0.06131103938635807,-0.03948109136318936,0.9973375556320618,-0.14590512561754454,0.8808525961557713,-0.072751834930742,0.08317362961770947,-0.038647638078019506,0.12673289769359664,0.32261381646418746
74,5.237454880033972,1,0.0640516790779507,-0.008323318679313256,0.9979118722479746,0.06411100212553078,0.02276042405098479,0.9976831874415243,0.12764045714072186,-1.7765123790675916,-0.11359548052688466,0.1044783050168331,-0.0868846938500312,-0.090766544056728,0.6204787164569895
75,5.308231297331729,1,0.059120761155439364,-0.014330622097295732,0.9981479694267308,0.0872419836425855,0.08389548782982074,0.9926481669815863,-1.280173972129851,-5.724134472423962,-0.09111450615284782,0.18255550416212288,-0.27203022409799743,-0.30038322314439875,0.845894501016653
76,5.379007714629486,1,0.06246340178672293,-0.018744500747276228,0.9978712177074583,0.09002404301483154,0.0773430797257064,0.9929318806936389,-1.2462446963590945,-5.600227985899469,-0.09077384066832626,0.17979131897969017,-0.24837637108757293,-0.31164642750237403,0.8621064249897572
77,5.449784131927242,1,0.06307774311921065,-0.02206844283772816,0.9977645925536268,0.0851489841722666,0.06035152105849483,0.9945387596269726,-0.932663678857214,-4.80420110976154,-0.09396230651349113,0.16058114071757784,-0.1868633075546098,-0.29355680342154417,1.0
78,5.5205605492249985,1,0.06677009736776071,-0.03855811595688819,0.9970230818749158,0.09598924107414818,0.05565954528104446,0.9938249748406992,-1.274931641994985,-5.512097983396947,-0.0942690543356269,0.18533560019241155,-0.21350370532900678,-0.33770609301068794,1.0
79,5.591336966522754,1,0.06777751713985136,-0.04002385080943367,0.9968973365079983,0.09665669782992499,0.05620286295191594,0.993729702162828,-1.2476365872625717,-5.625353747902599,-0.09293676678083866,0.18205366587102234,-0.22754527922683954,-0.3349900955634204,1.0
80,5.662113383820511,1,0.05685761150777192,-0.04455399662534429,0.9973876645509208,0.08516104666185216,0.059905199727296646,0.9945647104020384,-1.1994974289886282,-6.089442499794117,-0.08601445016717772,0.17169283795207974,-0.23051204067996245,-0.3784322092994493,1.0
81,5.732889801118268,1,0.06083597959938928,-0.03422844224943296,0.9975607236290731,0.09382545327128138,0.09265790170140667,0.9912675206878974,-1.4303482901100018,-7.389398396474089,-0.08698292339606147,0.18915065840391873,-0.3386034463381994,-0.4003363933092095,1.0
82,5.803666218416024,1,0.06385274528489757,-0.022772419511624592,0.9976994757085765,0.0971843801421135,0.10157650711758652,0.99006939628401,-1.4601475778314748,-7.249442367749474,-0.08867071915559613,0.19296697471498717,-0.26124174062729955,-0.46370249614764786,1.0
83,5.8744426357137804,1,0.06230776135030933,-0.01579546957230929,0.9979319846645378,0.09596603704362261,0.10461710044266474,0.9898715987587035,-1.490046069121257,-7.027715621181733,-0.08389708206599898,0.19032894414608875,-0.253652159875275,-0.4491194022428984,1.0
84,5.945219053011536,1,0.0543966446894472,-0.01819002741326869,0.9983537088373212,0.18049070868079795,0.12947598929179982,0.9750174728059047,-6.633692914756697,-9.073647816507506,0.14250752320853452,0.3313276849883724,-0.40580429527086465,-0.5015604863798859,1.0
85,6.015995470309293,1,0.028433380354505756,-0.021156947520893577,0.999371765887557,0.20562212584195638,0.10817868120393759,0.9726340084004936,-9.580466234274462,-8.357740301381758,0.25167746659766704,0.4326415501362232,-0.42841848118623244,-0.4073555489519434,1.0
86,6.08677188760705,1,0.037380155364127525,-0.025032735299945937,0.9989875305269613,0.21493901968356602,0.11764549524765595,0.9695157323454846,-9.581572178426173,-9.105663283541448,0.2725190112706705,0.4118790014740561,-0.46806842935952087,-0.44249789899462394,1.0
87,6.157548304904806,1,0.04320900460159523,-0.014737231996556657,0.9989573544022883,0.22624977781134625,0.13644645710739073,0.9644653453510693,-9.888273067209608,-9.643021073094456,0.2643685883779588,0.44193663070844175,-0.45842917441969366,-0.5058729328897519,1.0
88,6.228324722202562,1,0.02783514533137085,-0.016987452597075132,0.9994681741499544,0.20500740530473158,0.1311204211225286,0.9699378325103483,-9.487558971659425,-9.46248065492844,0.23760999509021472,0.4400727885997442,-0.4990849043299622,-0.44716316116288174,1.0
89,6.299101139500318,1,0.04881626220446317,-0.03127413759681985,0.9983180359294128,0.08853056107826399,0.06642988075626127,0.9938558299360509,-1.8701314999372298,-5.7558152172796095,-0.036506346095323786,0.1700871675194116,-0.25037444775861784,-0.3252070739693431,1.0
90,6.369877556798075,1,0.038621334605832384,-0.015752605878835937,0.9991297452890142,0.0766349664886504,0.0871070310676237,0.9932469214902544,-1.744836911654003,-6.049507185027007,-0.05356835756234887,0.1781995655376348,-0.2660240603779382,-0.3389266581247626,1.0
91,6.440653974095832,1,0.028611352002494227,-0.020928607480736203,0.9993714944531421,0.055808298631421255,0.06525823919842579,0.9963065773247646,-1.1966164374535755,-5.04325467320163,-0.08649013522269788,0.17196273789795327,-0.19810442053513602,-0.30622104678502704,0.9134457531766632
92,6.511430391393588,1,0.041083400419929014,0.009206692417511443,0.999113302396012,0.06813116729907928,0.08841927136332398,0.9937505604999898,-1.2320153445643427,-4.646877961280774,-0.09927659829546333,0.18727769433577351,-0.17932676914833232,-0.28536102697974514,0.8104777790474229
93,6.582206808691344,1,0.04119801874447681,0.007909691955719802,0.999119692541737,0.06340710033152823,0.07461744225559852,0.995194341291579,-1.0013841115262254,-3.909419511988916,-0.10711309898150614,0.17864053551909367,-0.1079304737990321,-0.28301147739985955,0.8496372856322506
94,6.652983225989101,1,0.040970483218266476,0.0012801964142005065,0.9991595371120684,0.059909838600754696,0.06929361388788223,0.9957957653621493,-0.7928917776143729,-3.9723462750440386,-0.10485004500192319,0.1614851719743784,-0.12311483221231821,-0.27411979529208563,0.8607763499413595
95,6.723759643286857,1,0.03790949466845816,-0.0009983554328715917,0.9992806780381635,0.052427755637726635,0.06795518717219023,0.996309903079952,-0.526892903403939,-4.007359933559249,-0.11486626067663548,0.15250146806263112,-0.158262232244533,-0.2424737611113919,0.8609695887800456
96,6.794536060584614,1,0.038162541200468136,-0.029818929522214415,0.9988265374384442,0.053629133301138665,0.031991453662090545,0.9980483269631562,-0.6414778986594383,-3.5948412572981345,-0.10169930590626211,0.1475191558105077,-0.11810170096961035,-0.2413824247602031,0.9062774324452888
97,6.8653124778823695,1,0.03949398363019356,-0.023752680369043634,0.9989374532133152,0.059259878624803336,0.05245691433759139,0.996863350175716,-0.8255203254621721,-4.437715232878749,-0.10486065950926593,0.16382639704227822,-0.17884418241905478,-0.2649273408688202,0.852686457708482
98,6.936088895180126,1,0.0319609452005504,-0.05898783609039612,0.9977469284218619,0.05143072949287122,0.0230537624987434,0.9984104386966729,-0.8134575739140961,-4.763980953899194,-0.09323389560486448,0.1513380080272999,-0.1654359526763709,-0.31096214271354855,0.9020894689686378
99,7.006865312477883,1,0.031608262716491226,-0.02938348435489003,0.9990683302833753,0.046352190040203536,0.04124978858535832,0.9980731082541701,-0.5819416508711915,-4.094427753792351,-0.11544959427529752,0.1570168550518112,-0.1289469253972792,-0.2804958499819559,0.8595488917961402
100,7.077641729775639,1,0.03001545211926627,-0.03414888814900833,0.9989659283840778,0.04872524750814426,0.04779683443468597,0.9976679371781442,-0.7642703282415773,-4.757098337603483,-0.11078360266128,0.16537434039282123,-0.18146006904051248,-0.2942497647198358,0.8357675126974725
101,7.148418147073396,1,0.021090194421216468,-0.021606958996764226,0.9995440675739051,0.03984451137114419,0.019758660984794,0.9990105155751279,-0.9305924886924464,-2.430744176015063,-0.11144507557814444,0.1779159676276049,-0.024571851783925666,-0.21850256581758065,0.8323488218687097
102,7.2191945643711515,1,0.021616925530596007,-0.02921946772272652,0.9993392473212513,0.05547125741514932,0.0227965932141916,0.9982000074827735,-1.7586361419442769,-3.0924417378996156,-0.10491856445632262,0.23053543173805666,-0.08776701811459012,-0.22147715567537143,0.8496180751966333
103,7.289970981668908,1,0.030952687054461803,-0.03694673586652661,0.9988377595350096,0.054608449471047,0.027926766230753772,0.9981172340833822,-1.1175878852520345,-3.796540792744589,-0.09284089346305514,0.17266859955248617,-0.13351137950340358,-0.2461426997710553,0.8364241836759803
104,7.360747398966665,1,0.027579965700500333,-0.030145823004144777,0.9991649387600438,0.05650185254453319,0.03960241060164336,0.9976167549382753,-1.390560822308851,-4.099103833604494,-0.09445104771965031,0.1937768207417111,-0.17797286534369164,-0.23193751801675772,0.7884907658078383
